Month,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
1.0,324969900.0,1397189.0,2370843.8,0.0,48.171,14.501497600295062,16789114585110.48,21466585914800.0,1.572834377728,8,36026072986.30137,16.304409503936764,-106420082328.85878,26587062000.0,0.25,1.9200000911951065,440583900000.0,[20.377628],57320546000.0,25802738000.0,88189040000.0,106742465000.0,4155613044786.8496,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[20.377628],[26.84289],0.6185143381902913,0.6185143381902913
2.0,323105280.0,807701.1,4824958.0,0.0,98.349,12.902452663841792,16815266278997.256,21466585914800.0,3.065850626048,14,54039109479.45205,16.304409503936764,-80268388442.07928,53101060000.0,0.5,1.9200000911951065,728255200000.0,[39.52174],112605480000.0,51112320000.0,173586300000.0,210057530000.0,4146606526540.2744,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[39.52174],[52.909367],0.8046652919872257,0.8046652919872257
3.0,322218660.0,435985.56,6083283.0,0.0,122.16,10.978552896831042,16868772091546.281,21466585914800.0,4.641842003968,15,99071700712.32878,16.304409503936764,-26762575893.05774,79678390000.0,0.25,1.9200000911951065,1015926300000.0,[64.58697],167857550000.0,76734235000.0,258983560000.0,313364380000.0,4191639117773.1504,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[64.58697],[80.28732],0.9048404744908685,0.9048404744908685
4.0,320963780.0,630718.0,7143397.0,0.0,141.554,10.087732928257658,16886892345844.045,21466585914800.0,6.220872155136,6,108078218958.90413,16.304409503936764,-8642321595.285189,106312680000.0,0.25,1.9200000911951065,1303597500000.0,[90.6441],222969890000.0,103027380000.0,344380800000.0,416731500000.0,4209652154266.301,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[90.6441],[108.56015],0.9173075680121532,0.9173075680121532
5.0,319504000.0,650279.7,8593773.0,0.0,172.046,8.700750539527057,16902713265468.719,21466585914800.0,7.84587030528,5,126091255452.05482,16.304409503936764,7178598029.386456,132981710000.0,0.5,1.9200000911951065,1603031300000.0,[114.209],277895900000.0,129693120000.0,429778080000.0,520328740000.0,4191639117773.1504,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[114.209],[137.58434],0.9124080267358281,0.9124080267358281
6.0,318396100.0,521663.8,9820144.0,0.0,196.888,7.841520781557793,16948642421192.654,21466585914800.0,9.5212273664,5,162117328438.3562,16.304409503936764,53107753753.315506,159695770000.0,0.25,1.9200000911951065,1890702300000.0,[139.04271],332668530000.0,156778040000.0,515175320000.0,623942500000.0,4209652154266.301,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[139.04271],[167.28496],0.8842423863826467,0.8842423863826467
7.0,317231230.0,568779.2,10937914.0,0.0,218.184,7.120198145929719,16888569927970.057,21466585914800.0,11.203068821504,12,180130364931.5069,16.304409503936764,-6964739469.276318,186404440000.0,0.5,1.9200000911951065,2266592400000.0,[164.6727],387293200000.0,184131450000.0,600572560000.0,727665740000.0,4209652154266.301,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[164.6727],[197.30092],0.951635730123592,0.951635730123592
8.0,315152300.0,1041816.9,12543776.0,0.0,248.444,6.847257619045076,16916524106686.793,21466585914800.0,12.898663399424,5,198143401424.6576,16.304409503936764,20989439247.454918,213082570000.0,0.25,1.9200000911951065,2554263500000.0,[188.28967],441947980000.0,211465680000.0,685969830000.0,831200030000.0,4200645636019.7256,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[188.28967],[227.75237],0.7903742665590954,0.7903742665590954
9.0,311331360.0,1776656.1,15629857.0,0.0,313.035,6.708244448443848,16934973852361.89,21466585914800.0,14.590807113728,2,207149919671.23294,16.304409503936764,39439184922.547516,239788820000.0,0.25,1.9200000911951065,2841934800000.0,[204.19713],496569940000.0,238679380000.0,771295900000.0,934435600000.0,4254684745499.177,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[204.19713],[258.31216],0.5739233138940666,0.5739233138940666
10.0,305059620.0,2181236.2,21497086.0,0.49320124667335297,399.223,6.418795938342567,16909129059188.656,21466585914800.0,16.298005233664,8,225162956164.38364,26.304409503936764,13594391749.311657,266522590000.0,0.25,1.9200000911951065,3182537200000.0,[215.25464],551238430000.0,265805400000.0,856457500000.0,1037473940000.0,4245678227252.6016,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[215.25464],[288.88196],0.5536707181926166,0.5536707181926166
11.0,289440200.0,1557809.1,37739900.0,4.1474376201861665,483.595,6.250881933558282,16739048514638.572,21466585914800.0,18.02064887808,4,252182510904.10968,36.30440950393676,-156486152800.7716,293088400000.0,0.25,1.9200000911951065,3676052700000.0,[226.71999],605876800000.0,292928650000.0,941665750000.0,1140358900000.0,4227665190759.451,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[226.71999],[319.2817],0.8876090189445042,0.8876090189445042
12.0,262028740.0,783637.5,65925516.0,11.965406509421323,532.758,6.070464047110404,16354529194395.15,21466585914800.0,19.776306937856,13,306221620383.56165,46.30440950393676,-541005473044.1934,319212320000.0,0.25,1.9200000911951065,4410699700000.0,[246.09206],660611000000.0,320051940000.0,1026843800000.0,1243287700000.0,4236671709006.0264,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[246.09206],[349.32233],0.8522916163887871,0.8522916163887871
13.0,220890960.0,533269.75,107313670.0,24.138647882649472,559.93,5.916896729369057,16147751853191.557,21009879102734.984,20.021545795584,3,378273766356.1642,26.304409503936764,-747782814247.782,348470100000.0,0.25,2.2502399237264603,4519631000000.0,[270.40253],666076800000.0,322764280000.0,1035358900000.0,1253594600000.0,4254684745499.177,0.025550620954018624,0.022502399237264603,[2.7753198],[0.28657112],[11.220824],[0.95921665],[0.],[0.],[270.40253],[378.92654],0.8909316051727934,0.8909316051727934
14.0,178362270.0,407012.16,149968670.0,36.80982877557695,579.233,5.6939169742744244,16184814056230.941,21009879102734.984,20.021545795584,12,414299839342.46545,16.304409503936764,-710720611208.3907,378385860000.0,0.5,2.2502399237264603,4519631000000.0,[296.48016],666076800000.0,322764280000.0,1035358900000.0,1253594600000.0,4236671709006.0264,0.025550620954018624,0.022502399237264603,[2.7753198],[0.28657112],[11.220824],[0.95921665],[0.],[0.],[296.48016],[409.05054],0.9766569065948498,0.9766569065948498
15.0,155684830.0,233167.36,172819940.0,43.545253842881934,593.564,5.608039749208606,16211999727795.434,21009879102734.984,20.021545795584,11,423306357589.0408,16.304409503936764,-683534939643.8948,408343380000.0,0.5,2.2502399237264603,4519631000000.0,[323.67432],666076800000.0,322764280000.0,1035358900000.0,1253594600000.0,4263691263745.752,0.025550620954018624,0.022502399237264603,[2.7753198],[0.28657112],[11.220824],[0.95921665],[0.],[0.],[323.67432],[439.3066],0.970360565627155,0.970360565627155
16.0,141279860.0,200602.72,187257440.0,47.80928525445784,601.723,5.370651555751786,16239166095100.121,21009879102734.984,20.021545795584,10,432312875835.6161,16.304409503936764,-656368572339.2094,438352800000.0,0.25,2.2502399237264603,4519631000000.0,[352.25436],666076800000.0,322764280000.0,1035358900000.0,1253594600000.0,4254684745499.177,0.025550620954018624,0.022502399237264603,[2.7753198],[0.28657112],[11.220824],[0.95921665],[0.],[0.],[352.25436],[469.658],0.9678882005775243,0.9678882005775243
17.0,132617600.0,625304.7,195495000.0,50.086707978035605,614.964,5.145597808072738,16284407962193.074,21009879102734.984,20.021545795584,15,459332430575.34204,16.304409503936764,-611126705246.2528,468424700000.0,0.5,2.2502399237264603,4519631000000.0,[379.69318],666076800000.0,322764280000.0,1035358900000.0,1253594600000.0,4254684745499.177,0.025550620954018624,0.022502399237264603,[2.7753198],[0.28657112],[11.220824],[0.95921665],[0.],[0.],[379.69318],[500.12985],0.9799117697417632,0.9799117697417632
