Month,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
14.0,178362270.0,407012.16,149968670.0,36.80982877557695,579.233,5.6939169742744244,16898611265721.078,18405210266672.355,19.759907209216,3,99071700712.32878,16.304409503936764,10827338156.62508,371870530000.0,0.5,1.9094336900049358,3807998400000.0,[296.48016],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4299717336732.0527,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[296.48016],[402.63153],0.9873874969516855,0.9873874969516855
15.0,155684830.0,233167.36,172819940.0,43.545253842881934,593.564,5.608039749208606,16957505232509.277,18405210266672.355,19.759907209216,7,108078218958.90413,26.304409503936764,-3201449640.9537125,398438400000.0,1.0,1.9094336900049358,3807998400000.0,[323.67432],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4299717336732.0527,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[323.67432],[428.25436],0.9050612509474539,0.9050612509474539
16.0,141279860.0,200602.72,187257440.0,47.80928525445784,601.723,5.370651555751786,17031061634439.967,18405210266672.355,19.759907209216,6,126091255452.05482,16.304409503936764,1866574552.7949085,425112830000.0,0.75,1.9094336900049358,3807998400000.0,[352.25436],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4281704300238.9023,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[352.25436],[454.1765],0.9081456691901479,0.9081456691901479
17.0,132617600.0,625304.7,195495000.0,50.086707978035605,614.964,5.145597808072738,17072244992772.914,18405210266672.355,19.759907209216,13,126091255452.05482,16.304409503936764,1885167311.5408974,451872620000.0,1.25,1.9094336900049358,3807998400000.0,[379.69318],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4299717336732.0527,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[379.69318],[480.37836],0.9204059035627725,0.9204059035627725
18.0,119300140.0,1300928.5,208136850.0,53.29328424653029,656.723,4.832755890561769,17133241195017.156,18405210266672.355,19.759907209216,8,135097773698.63017,16.304409503936764,1915752717.2045536,478718100000.0,1.25,1.9094336900049358,3807998400000.0,[400.7279],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4308723854978.628,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[400.7279],[506.6771],0.6808502915255031,0.6808502915255031
19.0,107732200.0,1157470.0,219848240.0,56.01269796940612,715.285,4.607877662642359,17218188300585.688,18405210266672.355,19.759907209216,13,162117328438.3562,16.304409503936764,1942113917.4861164,505678100000.0,1.25,1.9094336900049358,3807998400000.0,[417.98926],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4326736891471.7783,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[417.98926],[533.05817],0.5477308037496994,0.5477308037496994
20.0,99582300.0,836743.7,228318880.0,57.95070867334938,757.574,4.360939612454074,17292456810746.02,18405210266672.355,19.759907209216,15,198143401424.6576,16.304409503936764,1954217135.598835,532772400000.0,1.25,1.9094336900049358,3807998400000.0,[438.9049],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4326736891471.7783,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[438.9049],[559.3882],0.6452477406549504,0.6452477406549504
21.0,90486216.0,981991.1,237269710.0,60.09289418261081,793.507,4.173872356117267,17369071967225.623,18405210266672.355,19.759907209216,2,216156437917.8083,16.304409503936764,1952745776.5415668,559963100000.0,2.5,1.9094336900049358,3807998400000.0,[461.24792],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4326736891471.7783,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[461.24792],[586.0704],0.9166429624835933,0.9166429624835933
22.0,81526500.0,1363545.1,245847890.0,61.98222416181527,839.6,4.008553123516181,17454534094361.562,18405210266672.355,19.759907209216,8,243175992657.53433,16.304409503936764,1948997126.4202423,587282000000.0,3.0,1.9094336900049358,3807998400000.0,[481.3094],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4326736891471.7783,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[481.3094],[612.7744],0.6411505374185518,0.6411505374185518
23.0,72049570.0,1562546.8,255125810.0,63.776879330220005,911.906,3.8007544587585693,17513240616365.002,18405210266672.355,19.759907209216,5,243175992657.53433,16.304409503936764,1965766450.2291336,614719550000.0,2.75,1.9094336900049358,3807998400000.0,[495.48438],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4335743409718.3535,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[495.48438],[639.8222],0.5463626776821273,0.5463626776821273
24.0,67197770.0,798786.2,260741380.0,64.70573598209462,962.349,3.6366063718673693,17581659697303.086,18405210266672.355,19.759907209216,4,252182510904.10968,16.304409503936764,1983043843.0002708,642255000000.0,4.0,1.9094336900049358,3807998400000.0,[514.56903],692638250000.0,313287570000.0,1035213730000.0,1246093200000.0,4317730373225.203,0.020817434816035436,0.019094336900049358,[2.8859928],[0.2794468],[11.271271],[0.9578977],[0.],[0.],[514.56903],[666.91473],0.9329864734997019,0.9329864734997019
25.0,64686650.0,338151.28,263713100.0,65.26003042496626,983.698,3.5392391427096594,17642164601758.336,21048678375266.223,18.312522104832,4,270195547397.26038,16.304409503936764,1136184271.9693375,676245140000.0,4.5,2.5654436442050343,3038022500000.0,[540.1871],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4326736891471.7783,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[540.1871],[697.1208],0.9910451139826988,0.9910451139826988
26.0,62413430.0,249165.27,266075330.0,65.7945498443812,996.165,3.498338780002487,17721361928160.953,21048678375266.223,18.312522104832,6,315228138630.13696,16.304409503936764,1147229393.011036,713527460000.0,5.0,2.5654436442050343,3038022500000.0,[567.79974],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4335743409718.3535,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[567.79974],[728.63513],0.8729326795246808,0.8729326795246808
27.0,60729308.0,234509.77,267780340.0,66.15854558133782,1006.308,3.4974234611866315,17782896194935.723,21048678375266.223,18.312522104832,3,342247693369.8629,16.304409503936764,10157440401.47771,750962400000.0,5.5,2.5654436442050343,3038022500000.0,[595.9343],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4344749927964.9287,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[595.9343],[760.4465],1.0373086895944046,1.0373086895944046
28.0,59341896.0,281249.2,269125470.0,66.40928879040531,1015.739,3.5078828570538243,17801164808900.414,21048678375266.223,18.312522104832,3,360260729863.01355,16.304409503936764,10172420402.71703,788486800000.0,6.25,2.5654436442050343,3038022500000.0,[624.22894],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4353756446211.504,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[624.22894],[792.0742],1.0798815991728552,1.0798815991728552
29.0,57556330.0,333244.34,270865860.0,66.73557911099005,1029.424,3.553254562823231,17746905801517.797,21048678375266.223,18.312522104832,2,369267248109.58887,26.304409503936764,-4611851467.565897,826039500000.0,7.25,2.5654436442050343,3038022500000.0,[651.56805],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4371769482704.6543,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[651.56805],[823.45435],0.9442193114470256,0.9442193114470256
30.0,55920310.0,310226.34,272531550.0,67.02828158100266,1044.064,3.632379904726293,17764416995768.7,21048678375266.223,18.312522104832,15,369267248109.58887,16.304409503936764,1169431478.4725723,863461700000.0,7.5,2.5654436442050343,3038022500000.0,[678.6927],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4380776000951.2295,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[678.6927],[855.1765],0.9408517765306481,0.9408517765306481
31.0,53861844.0,274260.53,274635520.0,67.47526622393019,1056.679,3.7006932902744323,17756734145790.26,21048678375266.223,18.312522104832,10,378273766356.1642,16.304409503936764,1193547705.6652222,900872860000.0,7.75,2.5654436442050343,3038022500000.0,[706.2724],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4389782519197.8047,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[706.2724],[886.7407],1.0256143133018438,1.0256143133018438
32.0,51831344.0,232140.61,276722800.0,67.94681998288266,1066.846,3.6760529929258294,17801594537735.027,21048678375266.223,18.312522104832,13,387280284602.7395,16.304409503936764,1207658625.0795422,938356640000.0,8.0,2.5654436442050343,3038022500000.0,[734.4015],720649060000.0,318399900000.0,1063799900000.0,1255200000000.0,4389782519197.8047,0.015493687009051117,0.025654436442050343,[5.888697],[0.47834015],[22.738092],[1.8789873],[0.],[0.],[734.4015],[918.37366],1.014351535774577,1.014351535774577
