Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
809,60788680.0,234443.03,267720210.0,0.6614533627450507,1005.95,0.036267334614361914,24633997191570.33,21915904600571.87,45389090000000.0,3,6745882166684.867,0.1630441,11879019826.663006,3689648434.6630044,0.25,0.05469560617240048,9789750000.0,[595.001],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[595.001],[550.10266],0.8898309182982056,0.8898309182982056
810,60729308.0,234509.77,267780340.0,0.6615854558133781,1006.308,0.03627190968747274,24645877991479.703,21915904600571.87,45452410000000.0,3,6754888684931.442,0.1630441,11880799909.375755,3691428517.375754,0.25,0.05469560617240048,9789750000.0,[595.9343],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[595.9343],[550.9187],0.8839728484839833,0.8839728484839833
811,60672096.0,234712.78,267838200.0,0.6617106376010488,1006.419,0.03627651213801574,24657760571738.54,21915904600571.87,45515730000000.0,3,6763895203178.018,0.1630441,11882580258.835632,3693208866.8356338,0.25,0.05469560617240048,9789750000.0,[596.92316],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[596.92316],[551.73474],0.9160827039614681,0.9160827039614681
812,60636544.0,235042.5,267874260.0,0.6617697241835652,1006.445,0.03628114196599093,24669644932613.62,21915904600571.87,45579053000000.0,3,6772901721424.593,0.1630441,11884360875.082619,3694989483.0826178,0.25,0.05469560617240048,9789750000.0,[597.9311],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[597.9311],[552.5508],0.9271281430171364,0.9271281430171364
813,60610420.0,235265.03,267900960.0,0.6618003382366152,1006.713,0.03628579612946138,24681531074371.777,21915904600571.87,45642370000000.0,3,6781908239671.168,0.1630441,11886141758.156685,3696770366.156684,0.25,0.05469560617240048,9789750000.0,[598.88464],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[598.88464],[553.3668],0.8956552885102035,0.8956552885102035
814,60561296.0,235540.36,267950880.0,0.661901768580902,1007.087,0.03629229979057238,24693418997279.875,21915904600571.87,45705725000000.0,3,6790914757917.743,0.1630441,11887922908.097816,3698551516.097817,0.25,0.05469560617240048,9789750000.0,[599.8144],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[599.8144],[554.18506],0.8828183079823945,0.8828183079823945
815,60443764.0,235670.78,268069150.0,0.6622111700677691,1007.77,0.03629526567905845,24705308701604.82,21915904600571.87,45769080000000.0,3,6799921276164.318,0.1630441,11889704324.946007,3700332932.9460063,0.25,0.05469560617240048,9789750000.0,[600.67474],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[600.67474],[555.0022],0.8421607685144767,0.8421607685144767
816,60394308.0,235785.83,268119440.0,0.6623137685158289,1008.215,0.03629176745161334,24717200187613.562,21915904600571.87,45832435000000.0,3,6808927794410.894,0.1630441,11891486008.74125,3702114616.741249,0.25,0.05469560617240048,9789750000.0,[601.58856],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[601.58856],[555.81934],0.8731191579308688,0.8731191579308688
817,60355290.0,235923.16,268159170.0,0.6623843901231035,1008.526,0.03629503449185338,24729093455573.086,21915904600571.87,45895790000000.0,3,6817934312657.469,0.1630441,11893267959.523548,3703896567.5235467,0.25,0.05469560617240048,9789750000.0,[602.5325],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[602.5325],[556.6365],0.8905285005982142,0.8905285005982142
818,60315960.0,236370.92,268198860.0,0.662455109072359,1008.559,0.036298429293443596,24740988505750.418,21915904600571.87,45959145000000.0,3,6826940830904.044,0.1630441,11895050177.332909,3705678785.332908,0.25,0.05469560617240048,9789750000.0,[603.5388],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[603.5388],[557.4536],0.9266702972864721,0.9266702972864721
819,60276410.0,236952.62,268238510.0,0.6625257306796336,1008.612,0.03630114574310315,24752885338412.63,21915904600571.87,46022500000000.0,3,6835947349150.619,0.1630441,11896832662.209347,3707461270.2093477,0.25,0.05469560617240048,9789750000.0,[604.54065],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[604.54065],[558.2707],0.9240669601399731,0.9240669601399731
820,60236668.0,237605.62,268278220.0,0.6625964009578986,1008.683,0.0363008871784659,24764783953826.82,21915904600571.87,46085855000000.0,3,6844953867397.194,0.1630441,11898615414.192886,3709244022.192885,0.25,0.05469560617240048,9789750000.0,[605.53845],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[605.53845],[559.0878],0.9217305224629928,0.9217305224629928
821,60196690.0,238369.92,268317920.0,0.6626670712361638,1009.145,0.03629783915768329,24776684352260.145,21915904600571.87,46149205000000.0,3,6853960385643.77,0.1630441,11900398433.323547,3711027041.3235464,0.25,0.05469560617240048,9789750000.0,[606.4484],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[606.4484],[559.90497],0.8708969374222706,0.8708969374222706
822,60156610.0,239047.27,268357650.0,0.6627377901854193,1009.977,0.0362756999408611,24788586533979.785,21915904600571.87,46212565000000.0,3,6862966903890.345,0.1630441,11902181719.641365,3712810327.6413646,0.25,0.05469560617240048,9789750000.0,[607.2753],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[607.2753],[560.7222],0.8228404242759129,0.8228404242759129
823,60115200.0,239761.8,268398420.0,0.6628113807231168,1010.362,0.03628761520773284,24800490499252.973,21915904600571.87,46275920000000.0,3,6871973422136.92,0.1630441,11903965273.186378,3714593881.1863785,0.25,0.05469560617240048,9789750000.0,[608.20264],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[608.20264],[561.5393],0.8808992150159718,0.8808992150159718
824,60073530.0,240504.8,268439230.0,0.662885117273786,1010.787,0.036291700529001346,24812396248346.973,21915904600571.87,46339275000000.0,3,6880979940383.495,0.1630441,11905749093.99863,3716377701.998631,0.25,0.05469560617240048,9789750000.0,[609.121],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[609.121],[562.35645],0.8757018809018547,0.8757018809018547
825,60031256.0,241610.75,268480130.0,0.662958756482474,1010.944,0.03629584060513421,24824303781529.09,21915904600571.87,46402625000000.0,3,6889986458630.07,0.1630441,11907533182.118172,3718161790.1181726,0.25,0.05469560617240048,9789750000.0,[610.0995],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[610.0995],[563.1735],0.9105424510953902,0.9105424510953902
826,59988500.0,242895.69,268521120.0,0.6630324443621526,1010.964,0.03630003239419453,24836213099066.676,21915904600571.87,46465980000000.0,3,6898992976876.6455,0.1630441,11909317537.58506,3719946145.58506,0.25,0.05469560617240048,9789750000.0,[611.10876],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[611.10876],[563.9906],0.9283499869492624,0.9283499869492624
827,59945300.0,244292.97,268562200.0,0.6631061322418312,1011.258,0.03630427589618229,24848124201227.113,21915904600571.87,46529335000000.0,3,6907999495123.221,0.1630441,11911102160.439354,3721730768.4393554,0.25,0.05469560617240048,9789750000.0,[612.05646],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[612.05646],[564.8077],0.8927161791394851,0.8927161791394851
828,59901620.0,245855.88,268603520.0,0.6631798687925003,1011.822,0.03631248304196222,24860037088277.836,21915904600571.87,46592686000000.0,3,6917006013369.796,0.1630441,11912887050.721127,3723515658.721127,0.25,0.05469560617240048,9789750000.0,[612.94354],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[612.94354],[565.6247],0.8575910777978764,0.8575910777978764
829,59857660.0,247366.31,268644930.0,0.6632535080011884,1012.511,0.03631561927891518,24871951760486.305,21915904600571.87,46656037000000.0,3,6926012531616.371,0.1630441,11914672208.470448,3725300816.470449,0.25,0.05469560617240048,9789750000.0,[613.80255],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[613.80255],[566.4417],0.8413384588847324,0.8413384588847324
830,59814396.0,248875.88,268685660.0,0.663324324292425,1012.247,0.036345719244627685,24883868218120.03,21915904600571.87,46719388000000.0,3,6935019049862.946,0.1630441,11916457633.727402,3727086241.7274017,0.25,0.05469560617240048,9789750000.0,[614.8756],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[614.8756],[567.25854],0.9651766250853298,0.9651766250853298
831,59770652.0,250583.83,268726530.0,0.6633950919126712,1012.734,0.036350111801523984,24895786461446.562,21915904600571.87,46782734000000.0,3,6944025568109.521,0.1630441,11918243326.53207,3728871934.5320716,0.25,0.05469560617240048,9789750000.0,[615.77997],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[615.77997],[568.07544],0.8675544942695692,0.8675544942695692
832,59726416.0,252902.03,268767680.0,0.6634659568748985,1012.782,0.036291578851524994,24907706490733.49,21915904600571.87,46846156000000.0,3,6953032086356.097,0.1630441,11920029286.92455,3730657894.9245505,0.25,0.05469560617240048,9789750000.0,[616.78296],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[616.78296],[568.8973],0.9267078255575354,0.9267078255575354
833,59681656.0,256485.42,268809000.0,0.6635368218371257,1012.788,0.03627332114619842,24919628306248.434,21915904600571.87,46909587000000.0,3,6962038604602.672,0.1630441,11921815514.944939,3732444122.944937,0.25,0.05469560617240048,9789750000.0,[617.79535],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[617.79535],[569.7168],0.9311842660039191,0.9311842660039191
834,59636548.0,260148.06,268850600.0,0.6636074921153908,1012.866,0.03625318656579912,24931551908259.066,21915904600571.87,46973013000000.0,3,6971045122849.247,0.1630441,11923602010.633335,3734230618.6333356,0.25,0.05469560617240048,9789750000.0,[618.79156],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[618.79156],[570.5364],0.9218507593347989,0.9218507593347989
835,59591070.0,263922.97,268892450.0,0.663678357077618,1013.323,0.036221094131411356,24943477297033.098,21915904600571.87,47036443000000.0,3,6980051641095.822,0.1630441,11925388774.029858,3736017382.029856,0.25,0.05469560617240048,9789750000.0,[619.7027],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[619.7027],[571.3561],0.8726278554070371,0.8726278554070371
836,59545548.0,267478.53,268934600.0,0.6637492220398452,1014.063,0.036206033501775925,24955404472838.273,21915904600571.87,47099880000000.0,3,6989058159342.397,0.1630441,11927175805.174614,3737804413.1746154,0.25,0.05469560617240048,9789750000.0,[620.5503],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[620.5503],[572.1758],0.8358254048802263,0.8358254048802263
837,59494996.0,270923.62,268981920.0,0.6638351263381496,1015.149,0.0362186879593165,24967333435942.383,21915904600571.87,47163310000000.0,3,6998064677588.973,0.1630441,11928963104.107735,3739591712.1077356,0.25,0.05469560617240048,9789750000.0,[621.3202],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[621.3202],[572.9953],0.790779255825681,0.790779255825681
838,59444316.0,274261.1,269029570.0,0.6639210793074444,1015.624,0.03619152346272098,24979264186613.254,21915904600571.87,47226743000000.0,3,7007071195835.548,0.1630441,11930750670.869347,3741379278.869345,0.25,0.05469560617240048,9789750000.0,[622.2273],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[622.2273],[573.81506],0.8703121769836448,0.8703121769836448
839,59393210.0,277787.38,269077380.0,0.6640069836057487,1015.709,0.03618145160961597,24991196725118.754,21915904600571.87,47290178000000.0,3,7016077714082.123,0.1630441,11932538505.499577,3743167113.499578,0.25,0.05469560617240048,9789750000.0,[623.2219],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[623.2219],[574.63477],0.9210117888858093,0.9210117888858093
840,59341896.0,281249.2,269125470.0,0.6640928879040531,1015.739,0.03617162919533748,25003131051726.793,21915904600571.87,47353612000000.0,3,7025084232328.698,0.1630441,11934326608.038574,3744955216.0385747,0.25,0.05469560617240048,9789750000.0,[624.22894],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[624.22894],[575.4545],0.9281751287190254,0.9281751287190254
841,59290520.0,284545.2,269173860.0,0.6641788408733479,1016.191,0.03616969148152658,25015067166705.32,21915904600571.87,47417050000000.0,3,7034090750575.273,0.1630441,11936114978.526482,3746743586.526482,0.25,0.05469560617240048,9789750000.0,[625.1412],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[625.1412],[576.27423],0.8732945555671138,0.8732945555671138
842,59239050.0,287696.25,269222400.0,0.6642648425136333,1016.759,0.03611951473221604,25027005070322.324,21915904600571.87,47480524000000.0,3,7043097268821.849,0.1630441,11937903617.003452,3748532225.0034523,0.25,0.05469560617240048,9789750000.0,[626.02734],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[626.02734],[577.09656],0.8592943496724539,0.8592943496724539
843,59187744.0,290455.16,269271200.0,0.6643506494699565,1017.706,0.036080355878389155,25038944762845.832,21915904600571.87,47544005000000.0,3,7052103787068.424,0.1630441,11939692523.509644,3750321131.509643,0.25,0.05469560617240048,9789750000.0,[626.8284],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[626.8284],[577.9178],0.80957273349436,0.80957273349436
844,59131336.0,292966.44,269325340.0,0.664452323169196,1018.09,0.03597974077319393,25050886244543.918,21915904600571.87,47607494000000.0,3,7061110305314.999,0.1630441,11941481698.08522,3752110306.085219,0.25,0.05469560617240048,9789750000.0,[627.7559],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[627.7559],[578.73956],0.882991847672904,0.882991847672904
845,59074890.0,295337.97,269379680.0,0.6645538995264544,1018.574,0.03597515049039856,25062829515684.688,21915904600571.87,47670983000000.0,3,7070116823561.574,0.1630441,11943271140.770351,3753899748.770352,0.25,0.05469560617240048,9789750000.0,[628.66095],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[628.66095],[579.56104],0.8698658411063708,0.8698658411063708
846,59018340.0,297632.53,269434200.0,0.6646555732256939,1018.636,0.03597113817561586,25074774576536.293,21915904600571.87,47734476000000.0,3,7079123341808.149,0.1630441,11945060851.605217,3755689459.6052175,0.25,0.05469560617240048,9789750000.0,[629.66077],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[629.66077],[580.3825],0.9247402890904348,0.9247402890904348
847,58961584.0,299980.8,269488860.0,0.6647571982539429,1018.687,0.03596026933504074,25086721427366.92,21915904600571.87,47797965000000.0,3,7088129860054.725,0.1630441,11946850830.629997,3757479438.6299973,0.25,0.05469560617240048,9789750000.0,[630.6631],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[630.6631],[581.20404],0.9261936906791768,0.9261936906791768
848,58904810.0,302180.84,269543700.0,0.6648587746112012,1019.118,0.03596820574843578,25098670068444.81,21915904600571.87,47861387000000.0,3,7097136378301.3,0.1630441,11948641077.88488,3759269685.8848805,0.25,0.05469560617240048,9789750000.0,[631.58],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[631.58],[582.02094],0.8748342987814715,0.8748342987814715
849,58848010.0,304240.7,269598660.0,0.6649603509684596,1019.745,0.03596662698318012,25110620500038.22,21915904600571.87,47924805000000.0,3,7106142896547.875,0.1630441,11950431593.410065,3761060201.410063,0.25,0.05469560617240048,9789750000.0,[632.45294],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[632.45294],[582.84015],0.8503196631739418,0.8503196631739418
850,58791304.0,306058.38,269653800.0,0.6650620733386896,1020.62,0.035965480172965504,25122572722415.465,21915904600571.87,47988223000000.0,3,7115149414794.45,0.1630441,11952222377.245743,3762850985.2457433,0.25,0.05469560617240048,9789750000.0,[633.2702],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[633.2702],[583.65936],0.8180717137214558,0.8180717137214558
851,58730670.0,307661.7,269713000.0,0.6651756714306116,1021.124,0.035964734898422855,25134526735844.9,21915904600571.87,48051640000000.0,3,7124155933041.025,0.1630441,11954013429.432129,3764642037.432129,0.25,0.05469560617240048,9789750000.0,[634.1708],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[634.1708],[584.4786],0.8663099209890687,0.8663099209890687
852,58669944.0,309247.56,269772350.0,0.6652893181935241,1021.662,0.03596436682405689,25146482540594.906,21915904600571.87,48115063000000.0,3,7133162451287.601,0.1630441,11955804750.009434,3766433358.0094333,0.25,0.05469560617240048,9789750000.0,[635.0637],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[635.0637],[585.2978],0.8618875346771556,0.8618875346771556
853,58608984.0,310955.2,269831800.0,0.6654029649564366,1021.759,0.035964354656309254,25158440136933.926,21915904600571.87,48178480000000.0,3,7142168969534.176,0.1630441,11957596339.017872,3768224947.0178733,0.25,0.05469560617240048,9789750000.0,[636.05566],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[636.05566],[586.117],0.9192276940843183,0.9192276940843183
854,58547836.0,312721.44,269891400.0,0.6655166117193491,1021.789,0.035964674059684676,25170399525130.42,21915904600571.87,48241900000000.0,3,7151175487780.751,0.1630441,11959388196.497673,3770016804.4976745,0.25,0.05469560617240048,9789750000.0,[637.0627],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[637.0627],[586.9362],0.9279379779366224,0.9279379779366224
855,58486576.0,314474.03,269951070.0,0.6656303071532521,1022.207,0.03594742627741182,25182360705452.91,21915904600571.87,48305320000000.0,3,7160182006027.326,0.1630441,11961180322.489067,3771808930.489067,0.25,0.05469560617240048,9789750000.0,[637.98254],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[637.98254],[587.7555],0.8775330381355009,0.8775330381355009
856,58425180.0,316262.06,270010880.0,0.6657439539161646,1022.755,0.03595110702107146,25185317158873.94,21915904600571.87,48361084000000.0,8,7160182006027.326,0.1630441,2956453421.0322876,3773601325.0322886,0.25,0.05469560617240048,9789750000.0,[638.8732],1852054800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[638.8732],[588.36597],0.7727232132482778,0.7727232132482778
857,58363924.0,317821.3,270070880.0,0.6658576493500676,1023.677,0.03594867042960752,25188271316122.402,21915904600571.87,48416850000000.0,8,7160182006027.326,0.1630441,2954157248.4623814,3774044352.462382,0.25,0.05469560617240048,9789750000.0,[639.67993],1849315100.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[639.67993],[589.2421],0.8359525206150531,0.8359525206150531
858,58310840.0,319247.84,270122750.0,0.6659463765658233,1024.099,0.035950170104503555,25191223175830.21,21915904600571.87,48472615000000.0,8,7160182006027.326,0.1630441,2951859707.808773,3774487035.8087735,0.25,0.05469560617240048,9789750000.0,[640.59894],1846575400.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[640.59894],[590.1183],0.9009572032317226,0.9009572032317226
859,58257612.0,320725.0,270174700.0,0.666035103781579,1024.694,0.035951910092415384,25194172738677.08,21915904600571.87,48528380000000.0,8,7160182006027.326,0.1630441,2949562846.866457,3774929374.866457,0.25,0.05469560617240048,9789750000.0,[641.47906],1843835600.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[641.47906],[590.99445],0.8784587687045111,0.8784587687045111
860,58204130.0,322361.84,270226780.0,0.6661238796683252,1024.735,0.03595387518365846,25197120003294.816,21915904600571.87,48584140000000.0,8,7160182006027.326,0.1630441,2947264617.7372875,3775371369.7372875,0.25,0.05469560617240048,9789750000.0,[642.4836],1841096000.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[642.4836],[591.8706],0.9504895412686314,0.9504895412686314
861,58150480.0,324020.7,270278940.0,0.6662127042260619,1024.747,0.035937658617997685,25200064970363.03,21915904600571.87,48639910000000.0,8,7160182006027.326,0.1630441,2944967068.21624,3775813020.21624,0.25,0.05469560617240048,9789750000.0,[643.4946],1838356200.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[643.4946],[592.7469],0.9543027865933101,0.9543027865933101
862,58096824.0,325585.4,270331260.0,0.6663013827708271,1025.312,0.035940034370723455,25203007638513.438,21915904600571.87,48695672000000.0,8,7160182006027.326,0.1630441,2942668150.405155,3776254326.405154,0.25,0.05469560617240048,9789750000.0,[644.3815],1835616500.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[644.3815],[593.62305],0.8823708924884588,0.8823708924884588
863,58043190.0,327012.25,270383680.0,0.6663902559995544,1025.819,0.03594166180696966,25205948008425.535,21915904600571.87,48751440000000.0,8,7160182006027.326,0.1630441,2940369912.0989914,3776695288.0989914,0.25,0.05469560617240048,9789750000.0,[645.2814],1832876800.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[645.2814],[594.4992],0.8899098677742163,0.8899098677742163
864,57989684.0,328211.06,270436200.0,0.6664788858733289,1026.856,0.035944408675998296,25208886078730.934,21915904600571.87,48807203000000.0,8,7160182006027.326,0.1630441,2938070305.399576,3777135905.3995757,0.25,0.05469560617240048,9789750000.0,[646.06226],1830137100.0,789041300.0,2884931300.0,3446575400.0,4173626000000.0,0.08939591470762343,0.05469560617240048,[5.6178994],[0.45953792],[21.426018],[1.8015351],[0.],[0.],[646.06226],[595.37537],0.8209891487931076,0.8209891487931076
